Country,Election type,Year,Voter Turnout,Total vote,Registration,VAP Turnout,Voting age population,Population,Invalid votes,Compulsory voting
El Salvador,Presidential,1945,,313694.00,,0.353,888420.00,1742000.00,,No
Equatorial Guinea,Parliamentary,2017,0.84010,273502.00,325555.00,0.655,417365.00,778358.00,,No
Equatorial Guinea,Parliamentary,2004,0.96450,203042.00,210514.00,0.746,272235.00,492000.00,0.004,No
Equatorial Guinea,Parliamentary,1999,0.94940,184218.00,194036.00,0.245,751522.00,477538.00,0.004,No
Equatorial Guinea,Parliamentary,2008,,,278000.00,,319275.00,616459.00,,No
Equatorial Guinea,Presidential,2016,0.92700,301799.00,325548.00,0.746,404850.00,759451.00,0.039,No
Equatorial Guinea,Presidential,2009,0.93350,273127.00,292585.00,0.830,328968.00,633441.00,0.004,No
Equatorial Guinea,Presidential,2002,0.97970,211104.00,215477.00,0.789,267407.00,520764.00,0.003,No
Estonia,Parliamentary,2019,0.63670,565045.00,887420.00,0.565,1001011.00,1236641.00,0.007,No
Estonia,Parliamentary,2015,0.64230,577927.00,899793.00,0.568,1017053.00,1249312.00,0.006,No
Estonia,Parliamentary,2011,0.63530,580264.00,913346.00,0.555,1046458.00,1329660.00,0.006,No
Estonia,Parliamentary,2007,0.61910,555463.00,897243.00,0.534,1039335.00,1315912.00,0.009,No
Estonia,Parliamentary,2003,0.58240,500686.00,859714.00,0.481,1040400.00,1415681.00,0.012,No
Estonia,Parliamentary,1999,0.57430,492356.00,857270.00,0.460,1071447.00,1415236.00,0.016,No
Estonia,Parliamentary,1995,0.68910,545770.00,791957.00,0.488,1117500.00,1490000.00,0.009,No
Estonia,Parliamentary,1992,0.67840,467629.00,689319.00,0.409,1142560.00,1544000.00,0.015,No
Estonia,Parliamentary,1990,0.78200,910000.00,1163683.00,0.783,1162540.00,1571000.00,,No
Estonia,EU Parliament,2019,0.37590,332859.00,885417.00,0.333,1001011.00,1236641.00,0.002,No
Estonia,EU Parliament,2014,0.36520,329766.00,902873.00,0.326,1013212.00,1257921.00,0.004,No
Estonia,EU Parliament,2009,0.43900,399181.00,909326.00,0.378,1054944.00,1299371.00,0.006,No
Estonia,EU Parliament,2004,0.26830,234485.00,873809.00,0.223,1049605.00,1351069.00,0.010,No
Ethiopia,Parliamentary,2015,0.93220,34351444.00,36851461.00,0.701,49011364.00,99465819.00,,No
Ethiopia,Parliamentary,2010,0.93440,29832190.00,31926520.00,0.712,41919571.00,88013491.00,,No
Ethiopia,Parliamentary,2005,0.82600,22610690.00,27372888.00,0.662,34161773.00,73053286.00,,No
Ethiopia,Parliamentary,2000,0.90000,18226800.00,20252000.00,0.600,30386448.00,61679843.00,,No
Ethiopia,Parliamentary,1995,0.94050,20068508.00,21337379.00,0.760,26399033.00,55549970.00,,No
Ethiopia,Parliamentary,1992,,19148000.00,,0.774,24754080.00,51571000.00,,
Faroe Islands,Parliamentary,2019,0.89420,33819.00,37821.00,0.866,39057.00,51319.00,0.004,No
Faroe Islands,Parliamentary,2015,0.88480,32257.00,36458.00,0.849,37983.00,50196.00,0.004,No
Faroe Islands,Parliamentary,2008,0.89500,31177.00,34835.00,0.876,35578.00,48668.00,0.002,No
Faroe Islands,Parliamentary,2004,0.92340,31788.00,34426.00,0.910,34952.00,48290.00,0.002,No
Faroe Islands,Parliamentary,2002,0.91630,30717.00,33522.00,0.898,34194.00,47349.00,0.005,No
Faroe Islands,Parliamentary,1998,0.88190,27876.00,31609.00,0.870,32041.00,44560.00,0.007,No
Fiji,Parliamentary,2018,0.71920,458532.00,637527.00,0.430,628402.00,926276.00,0.009,No
Fiji,Parliamentary,2014,0.84600,500078.00,591101.00,0.667,602405.00,903207.00,0.008,No
Fiji,Parliamentary,2006,0.64000,307004.00,479674.00,0.555,552797.00,,0.064,Yes
Fiji,Parliamentary,2001,0.81050,379954.00,468772.00,0.770,493217.00,832494.00,0.117,Yes
Fiji,Parliamentary,1999,0.89410,390877.00,437195.00,0.748,522310.00,832494.00,0.090,Yes
Fiji,Parliamentary,1994,0.74800,227046.00,303529.00,0.557,407680.00,784000.00,,Yes
Fiji,Parliamentary,1992,0.78770,238814.00,303172.00,0.640,373000.00,746000.00,,Yes
Finland,Parliamentary,2019,0.68730,3099760.00,4510040.00,0.694,4464808.00,5555154.00,0.006,No
Finland,Parliamentary,2015,0.66850,2983856.00,4463333.00,0.731,4079928.00,5475450.00,0.005,No
Finland,Parliamentary,2011,0.67370,2955865.00,4387701.00,0.728,4061911.00,5259250.00,0.006,No
Finland,Parliamentary,2007,0.65020,2790752.00,4292436.00,0.682,4093161.00,5231372.00,0.007,No
Finland,Parliamentary,2003,0.66710,2815700.00,4220951.00,0.700,4024992.00,5183545.00,0.009,No
Finland,Parliamentary,1999,0.65270,2710095.00,4152430.00,0.652,4155857.00,5180030.00,0.010,No
Finland,Parliamentary,1995,0.68580,2803602.00,4088358.00,0.711,3941630.00,5119000.00,0.006,No
Finland,Parliamentary,1991,0.68390,2776984.00,4060778.00,0.719,3860780.00,5014000.00,0.018,No
Finland,Parliamentary,1987,0.72060,2895488.00,4018248.00,0.773,3748320.00,4932000.00,0.005,No
Finland,Parliamentary,1983,0.75730,2992970.00,3951932.00,0.811,3690560.00,4856000.00,0.004,No
Finland,Parliamentary,1979,0.75310,2906066.00,3858553.00,0.813,3573750.00,4765000.00,0.004,No
Finland,Parliamentary,1975,0.73800,2761223.00,3741460.00,0.803,3439030.00,4711000.00,0.004,No
Finland,Parliamentary,1972,0.81400,2587060.00,3178169.00,0.845,3062400.00,4640000.00,0.004,No
Finland,Parliamentary,1970,0.82230,2544510.00,3094359.00,0.836,3042600.00,4610000.00,0.003,No
Finland,Parliamentary,1966,0.84940,2378583.00,2800461.00,0.851,2793800.00,4580000.00,0.004,No
Finland,Parliamentary,1962,0.85090,2310090.00,2714838.00,0.855,2703000.00,4505000.00,0.004,No
Finland,Parliamentary,1958,0.74990,1954397.00,2606258.00,0.747,2616000.00,4360000.00,0.005,No
Finland,Parliamentary,1954,0.79900,2019042.00,2526969.00,0.803,2515200.00,4192000.00,0.005,No
Finland,Parliamentary,1951,0.74580,1825779.00,2448239.00,0.740,2468670.00,4047000.00,0.007,No
Finland,Parliamentary,1948,0.78250,1893837.00,2420287.00,0.794,2386320.00,3912000.00,0.007,No
Finland,Parliamentary,1945,0.74870,1710251.00,2284249.00,0.746,2292380.00,3758000.00,0.007,No
Finland,Presidential,2018,0.66760,3002710.00,4498004.00,0.675,4450638.00,5537364.00,0.003,No
Finland,Presidential,2012,0.68860,2872821.00,4172200.00,0.709,4051121.00,5262930.00,,No
Finland,Presidential,2006,0.74050,3163667.00,4272537.00,0.776,4079025.00,5223442.00,0.005,No
Finland,Presidential,2000,0.76800,3200580.00,4167204.00,0.768,4166662.00,5180030.00,0.005,No
Finland,Presidential,1994,0.76960,3193825.00,4150000.00,0.814,3923150.00,5095000.00,,No
Finland,Presidential,1988,0.77830,3141360.00,4036169.00,0.825,3808420.00,4946000.00,0.039,No
Finland,Presidential,1982,0.81310,3188056.00,3921005.00,0.881,3620250.00,4827000.00,0.003,No
Finland,Presidential,1978,0.64260,2470339.00,3844279.00,0.693,3564750.00,4753000.00,0.006,No
Finland,Presidential,1968,0.69910,2048784.00,2930635.00,0.671,3055800.00,4630000.00,0.003,No
Finland,Presidential,1962,0.81460,2211441.00,2714883.00,0.818,2703000.00,4505000.00,0.003,No
Finland,Presidential,1956,0.73350,1905449.00,2597738.00,0.742,2569200.00,4282000.00,0.003,No
Finland,Presidential,1950,0.63760,1585835.00,2487230.00,0.649,2445490.00,4009000.00,0.004,No
Finland,EU Parliament,2019,0.40760,1836059.00,4504481.00,0.411,4464808.00,5555154.00,0.003,No
Finland,EU Parliament,2014,0.39140,1738037.00,4440297.00,0.419,4149114.00,5268799.00,0.006,No
Finland,EU Parliament,2009,0.40480,1672434.00,4131827.00,0.399,4189288.00,5250275.00,0.005,No
Finland,EU Parliament,2004,0.39430,1666932.00,4227987.00,0.412,4043832.00,5219732.00,0.006,No
Finland,EU Parliament,1999,0.30140,1248122.00,4141098.00,0.316,3944283.00,5159646.00,0.005,No
Finland,EU Parliament,1996,0.57600,2366504.00,4108703.00,0.609,3883362.00,5116826.00,0.050,No
France,Parliamentary,2017,0.48700,23167508.00,47570988.00,0.444,52211196.00,67106161.00,0.022,No
France,Parliamentary,2012,0.57220,26369126.00,46082104.00,0.507,51979508.00,65630692.00,0.016,No
France,Parliamentary,2007,0.59980,21129002.00,35224953.00,0.434,48651555.00,63713926.00,0.034,No
France,Parliamentary,2002,0.60320,22186165.00,36783746.00,0.473,46955234.00,59551227.00,0.044,No
France,Parliamentary,1997,0.67960,26649818.00,39215743.00,0.599,44521902.00,58581450.00,0.049,No
France,Parliamentary,1993,0.68930,26860177.00,38968660.00,0.613,43826920.00,57667000.00,0.053,No
France,Parliamentary,1988,0.66180,24472329.00,36977321.00,0.581,42088500.00,56118000.00,0.020,No
France,Parliamentary,1986,0.78480,28736080.00,36614738.00,0.699,41104040.00,55546000.00,0.043,No
France,Parliamentary,1981,0.70870,25182623.00,35536041.00,0.639,39395180.00,53966000.00,0.014,No
France,Parliamentary,1978,0.71630,24658645.00,34424388.00,0.634,38892210.00,53277000.00,0.019,No
France,Parliamentary,1973,0.81310,24299210.00,29883738.00,0.706,34405800.00,52130000.00,0.023,No
France,Parliamentary,1968,0.79850,22500524.00,28178087.00,0.694,32441500.00,49910000.00,0.017,No
France,Parliamentary,1967,0.81120,22910839.00,28242549.00,0.711,32207500.00,49550000.00,0.023,No
France,Parliamentary,1962,0.68690,18918154.00,27540358.00,0.610,31018680.00,46998000.00,0.031,No
France,Parliamentary,1958,0.77180,21026543.00,27244992.00,0.711,29560740.00,44789000.00,0.025,No
France,Parliamentary,1956,0.82690,22138046.00,26772255.00,0.743,29813240.00,43843000.00,0.029,No
France,Parliamentary,1951,0.80190,19670655.00,24530523.00,0.685,28721840.00,42238000.00,0.028,No
France,Parliamentary,1946,0.81850,20215200.00,24696949.00,0.737,27416240.00,40318000.00,0.017,No
France,Parliamentary,1945,0.79830,19657603.00,24622862.00,0.739,26588000.00,39100000.00,0.024,No
France,Presidential,2017,0.74560,35467172.00,47568588.00,0.679,52211196.00,67106161.00,0.115,No
France,Presidential,2012,0.80350,37016309.00,46066307.00,0.712,52001970.00,65630692.00,0.047,No
France,Presidential,2007,0.83970,37342004.00,44472733.00,0.768,48651555.00,63713926.00,0.042,No
France,Presidential,2002,0.79710,32832295.00,41191169.00,0.699,46955234.00,59551227.00,0.054,No
France,Presidential,1995,0.79680,31852695.00,39976944.00,0.723,44080760.00,58007000.00,0.060,No
France,Presidential,1988,0.84200,32164400.00,38200000.00,0.764,42088500.00,56118000.00,,No
France,Presidential,1981,0.83380,30350568.00,36398762.00,0.770,39395480.00,53966000.00,0.025,No
France,Presidential,1974,0.84230,25100000.00,29800000.00,0.724,34656600.00,52510000.00,0.090,No
France,Presidential,1969,0.77080,22200000.00,28800000.00,0.679,32708000.00,50320000.00,0.010,No
France,Presidential,1965,0.84200,23744400.00,28200000.00,0.749,31694000.00,48760000.00,0.007,No
France,EU Parliament,2019,0.50120,23730740.00,47345328.00,0.450,52703319.00,67611479.00,0.045,No
France,EU Parliament,2014,0.42430,19747893.00,46544712.00,0.388,50872787.00,66259012.00,0.040,No
France,EU Parliament,2009,0.40630,17992161.00,44282823.00,0.359,50090068.00,64420073.00,0.043,No
France,EU Parliament,2004,0.42760,17752582.00,41518582.00,0.375,47313061.00,62251817.00,0.033,No
France,EU Parliament,1999,0.46760,18766122.00,40132132.00,0.414,45366514.00,60158533.00,0.059,No
France,EU Parliament,1994,0.52760,20603735.00,39049804.00,0.467,44135157.00,59104320.00,0.054,No
France,EU Parliament,1989,0.48700,18675569.00,38348191.00,,,56160000.00,0.028,No
France,EU Parliament,1984,0.56700,20911350.00,36880688.00,,,54750000.00,0.035,No
France,EU Parliament,1979,0.60700,21354582.00,35180531.00,,,53583000.00,0.052,No
Gabon,Parliamentary,2018,0.58630,398798.00,680194.00,0.339,1177350.00,2119036.00,,Yes
Gabon,Parliamentary,2011,0.34280,255570.00,745645.00,0.282,905060.00,1534000.00,,Yes
Gabon,Parliamentary,2006,,,640000.00,,841571.00,1426392.00,,Yes
Gabon,Parliamentary,2001,,,596431.00,,748800.00,1269154.00,,Yes
Gabon,Parliamentary,1996,,,,,501897.00,1097708.00,,Yes
Gabon,Presidential,2016,0.59460,373310.00,627805.00,0.419,891075.00,1738541.00,,Yes
Gabon,Presidential,2009,0.44290,357621.00,807402.00,0.400,893845.00,1514993.00,0.049,Yes
Gabon,Presidential,2005,0.63470,352263.00,554967.00,0.430,819628.00,1389201.00,0.014,Yes
Gabon,Presidential,1998,0.53830,337113.00,626200.00,0.493,683828.00,1159031.00,0.013,Yes
Gabon,Presidential,1993,0.88080,426594.00,484319.00,0.579,736320.00,1248000.00,0.021,Yes
Gabon,Presidential,1986,0.99950,904039.00,904467.00,2.237,404123.00,859448.00,0.000,Yes
Gambia,Parliamentary,2017,0.42000,372362.00,886578.00,0.323,1151645.00,2051363.00,,No
Gambia,Parliamentary,2012,0.19440,154950.00,796929.00,0.168,920752.00,1840454.00,,No
Gambia,Parliamentary,2007,0.41700,261947.00,628160.00,0.328,799786.00,1641564.00,,No
Gambia,Parliamentary,2002,0.56380,94621.00,167817.00,0.139,681715.00,1392000.00,0.010,No
Gambia,Parliamentary,1997,0.73210,307856.00,420507.00,0.567,542850.00,1155000.00,,No
Gambia,Parliamentary,1992,0.55800,223200.00,400000.00,0.553,403880.00,878000.00,,No
Gambia,Parliamentary,1987,0.80200,200000.00,249376.00,0.537,372140.00,809000.00,,No
Gambia,Parliamentary,1977,0.81940,177181.00,216234.00,0.682,259910.00,553000.00,,No
Gambia,Parliamentary,1972,0.76070,103851.00,136521.00,0.442,235200.00,490000.00,,No
Gambia,Parliamentary,1982,,166102.00,,0.569,292100.00,635000.00,,No
Gambia,Presidential,2016,0.59350,526161.00,886578.00,0.470,1118529.00,2009648.00,,No
Gambia,Presidential,2011,0.82550,657904.00,796929.00,0.735,894774.00,1797860.00,0.000,No
Gambia,Presidential,2006,0.58580,392685.00,670336.00,0.507,775143.00,1641564.00,0.000,No
Gambia,Presidential,2001,0.89710,404343.00,,0.613,659382.00,1367124.00,,No
Gambia,Presidential,1996,0.80000,394537.00,493171.00,0.727,542850.00,1155000.00,,No
Georgia,Parliamentary,2016,0.51940,1825054.00,3513884.00,0.470,3884557.00,4928052.00,0.036,No
Georgia,Parliamentary,2012,0.59760,2159624.00,3613747.00,0.590,3660403.00,4570934.00,,No
Georgia,Parliamentary,2008,0.53390,1850407.00,3465736.00,0.517,3579324.00,4630841.00,0.030,No
Georgia,Parliamentary,2004,0.63930,1498012.00,2343087.00,0.428,3502163.00,4934413.00,0.022,No
Georgia,Parliamentary,2003,0.60060,1909215.00,3178593.00,0.548,3484956.00,4328900.00,,No
Georgia,Parliamentary,1999,0.67870,2133878.00,3143851.00,0.588,3631394.00,5087215.00,,No
Georgia,Parliamentary,1995,0.68180,2127946.00,3121075.00,0.542,3929760.00,5458000.00,,No
Georgia,Parliamentary,1992,0.74770,2592117.00,3466677.00,0.671,3863820.00,5442000.00,,No
Georgia,Presidential,2018,0.46830,1647878.00,3518877.00,0.425,3878169.00,4926087.00,0.033,No
Georgia,Presidential,2013,0.46960,1661273.00,3537719.00,0.473,3509601.00,4555911.00,,No
Georgia,Presidential,2008,0.56190,1982318.00,3527964.00,0.554,3579324.00,4646003.00,0.017,No
Georgia,Presidential,2004,0.87970,1963556.00,2231986.00,0.561,3502163.00,4934413.00,0.007,No
Georgia,Presidential,2000,0.75860,2343176.00,3088925.00,0.653,3591086.00,5030747.00,,No
Georgia,Presidential,1995,0.68870,2139369.00,3106557.00,0.544,3929760.00,5458000.00,,No
Germany,Parliamentary,2017,0.76150,46976341.00,61688485.00,0.691,67975700.00,80594017.00,0.013,No
Germany,Parliamentary,2013,0.71530,44309925.00,61946900.00,0.661,67068214.00,81147265.00,0.016,No
Germany,Parliamentary,2009,0.70780,44005575.00,62168489.00,0.646,68114735.00,81837700.00,0.014,No
Germany,Parliamentary,2005,0.77650,48044134.00,61870711.00,0.720,66738702.00,82431390.00,0.016,No
Germany,Parliamentary,2002,0.79080,48582761.00,61432868.00,0.735,66136352.00,83029536.00,0.012,No
Germany,Parliamentary,1998,0.82200,49947087.00,60762751.00,0.753,66313874.00,82172259.00,0.016,No
Germany,Parliamentary,1994,0.78970,47737999.00,60452009.00,0.724,65942100.00,81410000.00,0.013,No
Germany,Parliamentary,1990,0.77760,46995915.00,60436560.00,0.731,64285650.00,79365000.00,0.011,No
Germany,Parliamentary,1987,0.84330,38225294.00,45327982.00,0.750,50954310.00,64499127.00,0.009,No
Germany,Parliamentary,1983,0.89090,39279529.00,44088935.00,0.810,48522590.00,61421000.00,0.009,No
Germany,Parliamentary,1980,0.88570,38292176.00,43231741.00,0.818,46786360.00,61561000.00,0.009,No
Germany,Parliamentary,1976,0.90750,38165753.00,42058015.00,0.838,45519620.00,61513000.00,0.009,No
Germany,Parliamentary,1972,0.91110,37761589.00,41446302.00,0.887,42552300.00,61670000.00,0.008,No
Germany,Parliamentary,1969,0.86670,33523064.00,38677235.00,0.799,41979600.00,60840000.00,0.017,No
Germany,Parliamentary,1965,0.86770,33416207.00,38510395.00,0.809,41328000.00,59040000.00,0.024,No
Germany,Parliamentary,1961,0.87740,32849624.00,37440715.00,0.869,37820300.00,54029000.00,0.040,No
Germany,Parliamentary,1957,0.87770,31072894.00,35400923.00,0.876,35484630.00,51427000.00,0.038,No
Germany,Parliamentary,1953,0.85990,28479550.00,33120940.00,0.806,35346630.00,51227000.00,0.033,No
Germany,Parliamentary,1949,0.78490,24495614.00,31207620.00,0.765,32035480.00,47111000.00,0.031,No
Germany,EU Parliament,2019,0.61380,37807746.00,61600263.00,0.558,67810122.00,80313272.00,0.011,No
Germany,EU Parliament,2014,0.48140,29843798.00,61998824.00,0.446,66952598.00,80996685.00,0.016,No
Germany,EU Parliament,2009,0.43270,26923614.00,62222873.00,0.395,68114735.00,81837700.00,0.022,No
Germany,EU Parliament,2004,0.43000,26523104.00,61682394.00,0.398,66575797.00,82531671.00,0.028,No
Germany,EU Parliament,1999,0.45210,27472760.00,60766241.00,0.420,65374106.00,82037011.00,,No
Germany,EU Parliament,1994,0.60020,36295529.00,60473927.00,0.561,64670194.00,81338093.00,,No
Germany,EU Parliament,1989,0.62300,28516691.00,45773179.00,,,,,No
Germany,EU Parliament,1984,0.56800,25248725.00,44451981.00,,,,,No
Germany,EU Parliament,1979,0.65700,28088025.00,42751940.00,,,,,No
Ghana,Parliamentary,2016,0.67550,10614718.00,15712499.00,0.709,14974531.00,26908262.00,0.018,No
Ghana,Parliamentary,2012,0.80010,11226352.00,14031793.00,0.821,13682083.00,24652402.00,0.016,No
Ghana,Parliamentary,2008,0.69520,8671272.00,12472758.00,0.666,13021558.00,23434573.00,0.024,No
Ghana,Parliamentary,2004,0.85120,8813908.00,10354970.00,0.800,11020508.00,20757032.00,0.021,No
Ghana,Parliamentary,2000,0.61190,6546695.00,10698652.00,0.646,10141400.00,20212000.00,0.016,No
Ghana,Parliamentary,1996,0.65000,5980000.00,9200000.00,0.680,8799420.00,17958000.00,,No
Ghana,Parliamentary,1992,0.28070,2059415.00,7336846.00,0.300,6862370.00,15959000.00,,No
Ghana,Parliamentary,1979,0.35250,1770379.00,5022092.00,0.371,4770420.00,11094000.00,,No
Ghana,Parliamentary,1969,0.63200,1493281.00,2362665.00,0.421,3544800.00,8440000.00,,No
Ghana,Parliamentary,1956,0.50060,697257.00,1392874.00,0.346,2017130.00,4691000.00,,No
Ghana,Presidential,2016,0.68620,10781917.00,15712499.00,0.720,14974531.00,26908262.00,0.015,No
Ghana,Presidential,2012,0.80150,11246982.00,14031793.00,0.822,13682083.00,24652402.00,0.022,No
Ghana,Presidential,2008,0.72910,9094364.00,12472758.00,0.698,13021558.00,23434573.00,0.024,No
Ghana,Presidential,2004,0.85120,8813908.00,10354970.00,0.800,11020508.00,20757032.00,0.021,No
Ghana,Presidential,2000,0.61740,6605084.00,10698652.00,0.651,10141400.00,20212000.00,0.016,No
Ghana,Presidential,1996,0.78210,7257984.00,9279605.00,0.825,8799420.00,17958000.00,0.015,No
Ghana,Presidential,1992,0.50160,4127876.00,8229902.00,0.602,6862370.00,15959000.00,,No
Gibraltar,Parliamentary,2019,0.70840,17135.00,24189.00,0.764,22435.00,29523.00,0.022,No
Gibraltar,Parliamentary,2015,0.70770,16475.00,23278.00,0.742,22194.00,29258.00,,No
Gibraltar,Parliamentary,2011,0.82510,17915.00,21712.00,0.827,21658.00,28956.00,,No
Greece,Parliamentary,2019,0.57780,5769644.00,9984934.00,0.635,9082362.00,10752626.00,0.021,Yes
Greece,Parliamentary,2015,0.63940,6330318.00,9900403.00,0.707,8960611.00,10775557.00,0.024,Yes
Greece,Parliamentary,2012,0.62470,6216996.00,9951970.00,0.694,8963093.00,10767827.00,0.010,Yes
Greece,Parliamentary,2009,0.70920,6477060.00,9933385.00,0.792,8889858.00,10737428.00,0.026,Yes
Greece,Parliamentary,2007,0.74140,7355684.00,9921343.00,0.796,9242235.00,10706290.00,0.027,Yes
Greece,Parliamentary,2004,0.76620,7575190.00,9886807.00,0.877,8641126.00,10665989.00,0.022,Yes
Greece,Parliamentary,2000,0.74970,7027007.00,9373439.00,0.890,7893346.00,10349420.00,0.016,Yes
Greece,Parliamentary,1996,0.76340,6952938.00,9107766.00,0.839,8289470.00,10493000.00,0.020,Yes
Greece,Parliamentary,1993,0.82950,7019925.00,8462636.00,0.856,8200200.00,10380000.00,0.017,Yes
Greece,Parliamentary,1989,0.84500,6799485.00,8061803.00,0.875,7769300.00,10090000.00,0.015,Yes
Greece,Parliamentary,1985,0.83810,6421466.00,7661588.00,0.874,7351160.00,9934000.00,0.009,Yes
Greece,Parliamentary,1981,0.81500,5753478.00,7059778.00,0.845,6810300.00,9729000.00,0.014,Yes
Greece,Parliamentary,1977,0.81110,5193891.00,6403738.00,0.824,6302240.00,9268000.00,0.012,Yes
Greece,Parliamentary,1974,0.79580,4966558.00,6241066.00,0.827,6003200.00,8960000.00,0.011,Yes
Greece,Parliamentary,1964,0.81690,4626290.00,5662965.00,0.836,5531500.00,8510000.00,0.006,Yes
Greece,Parliamentary,1963,0.83040,4702791.00,5662965.00,0.853,5512000.00,8480000.00,0.008,Yes
Greece,Parliamentary,1961,0.81870,4640512.00,5668298.00,0.863,5374720.00,8398000.00,0.004,Yes
Greece,Parliamentary,1958,0.75480,3863982.00,5119148.00,0.739,5230720.00,8173000.00,0.004,Yes
Greece,Parliamentary,1956,0.74970,3379445.00,4507907.00,0.679,4979220.00,8031000.00,0.004,Yes
